image_id,mean_dice,seed_sd,foreground_fraction,lesion_size_group,method
cju7eea9b2m0z0801ynqv1fqu,0.7771010597546896,0.04941069466170303,0.11344180293988478,medium,siglip2_frozen
cju87tyddnnad0755bj0wxahe,0.9596114158630371,0.04821014143676876,0.45145666160630377,large,resunet_paper
cju13fwthn9mq0835gacxgy01,0.9265779256820679,0.048073329389323335,0.1384634990760604,medium,siglip2_frozen
cju0vtox5ain6099360pu62rp,0.9122194449106852,0.04705574267691368,0.04454678123542912,small,siglip2_full
cju8czvnztbf40871b4m7t78w,0.9058537681897482,0.04648549937826069,0.13351823894954887,medium,resunet_paper
cju32qr9tbvsj08013pkpjenq,0.5995955268541971,0.04514549034366579,0.06668453497721791,small,resunet_paper
cju15ptjtppz40988odsm9azx,0.8010381857554117,0.04500421351542414,0.0594885697092737,small,siglip2_partial
cju0t4oil7vzk099370nun5h9,0.931921104590098,0.044365640542876894,0.33988958320694046,large,resunet_paper
cju15jr8jz8sb0855ukmkswkz,0.9378516674041748,0.043485981723070985,0.31392523722069177,large,siglip2_frozen
cju7dwe282dc309876rco45ts,0.6286265850067139,0.04265281458212347,0.31843717769823454,large,resunet_paper
cju13cgqmnhwn0988yrainhcp,0.9620536963144938,0.04255395560786093,0.12427880958232396,medium,siglip2_full
cju33belnbyhm0878yxl42233,0.9147406021753947,0.04041011921115315,0.06691198279697463,small,siglip2_partial
cjyzk8qieoboa0848ogj51wwm,0.8364388942718506,0.04025420022156243,0.4736376350308642,large,resunet_paper
cju7dymur2od30755eg8yv2ht,0.8325035572052002,0.03943070492084137,0.14071770915488685,medium,siglip2_frozen
cjyzk8qieoboa0848ogj51wwm,0.8674071629842123,0.03774107872582608,0.4736376350308642,large,siglip2_partial
cju16whaj0e7n0855q7b6cjkm,0.7806377212206522,0.03725241223476144,0.26006798628592787,large,siglip2_full
cju15mhjczc8z0801kit5c6di,0.8736936648686727,0.037041673411119455,0.1346858269935193,medium,siglip2_partial
cju32zhbnc1oy0801iyv1ix6p,0.6237152218818665,0.036632394975636424,0.25251754561253714,large,siglip2_partial
cju0sr5ghl0nd08789uzf1raf,0.8851132988929749,0.036511960941935845,0.13352965807806536,medium,resunet_paper
